component_name,correlation_r,abs_correlation,p_value
ecs_prompt_specific_layer_per_head_layer_1_head_22,0.01775,0.01775,0.72885
cas_vs_final_layer_per_head_layer_19_head_10,-0.01773,0.01773,0.72910
cas_alt_vs_final_layer_per_head_layer_30_head_25,0.01772,0.01772,0.72925
cas_vs_current_layer_per_head_layer_8_head_13,-0.01772,0.01772,0.72931
ecs_prompt_final_layer_per_head_layer_12_head_7,-0.01771,0.01771,0.72936
ecs_final_layer_per_head_layer_30_head_31,0.01770,0.01770,0.72955
ecs_prompt_final_layer_per_head_layer_30_head_5,0.01769,0.01769,0.72969
ecs_final_layer_per_head_layer_19_head_23,0.01769,0.01769,0.72973
cas_alt_vs_final_layer_per_head_layer_28_head_6,0.01768,0.01768,0.72981
cas_alt_vs_final_layer_per_head_layer_2_head_6,0.01767,0.01767,0.72999
ecs_specific_layer_per_head_layer_6_head_3,-0.01767,0.01767,0.73000
ecs_final_layer_per_head_layer_3_head_26,0.01767,0.01767,0.73002
cas_vs_final_layer_per_head_layer_20_head_3,0.01765,0.01765,0.73027
bos_attention_proportion_per_head_layer_9_head_5,0.01764,0.01764,0.73040
cas_vs_final_layer_per_head_layer_4_head_26,-0.01764,0.01764,0.73041
cas_vs_final_layer_per_head_layer_25_head_12,-0.01763,0.01763,0.73049
cas_alt_vs_final_layer_per_head_layer_7_head_25,0.01763,0.01763,0.73050
cas_alt_vs_final_layer_per_head_layer_25_head_22,0.01763,0.01763,0.73060
ecs_prompt_final_layer_per_head_layer_9_head_24,0.01763,0.01763,0.73060
ecs_final_layer_per_head_layer_15_head_10,-0.01762,0.01762,0.73075
cas_vs_current_layer_per_head_layer_9_head_4,-0.01761,0.01761,0.73090
ecs_prompt_final_layer_per_head_layer_18_head_3,0.01759,0.01759,0.73109
cas_alt_vs_current_layer_per_head_layer_30_head_5,-0.01759,0.01759,0.73117
cas_vs_current_layer_per_head_layer_5_head_6,0.01757,0.01757,0.73147
ecs_prompt_final_layer_per_head_layer_4_head_13,0.01757,0.01757,0.73148
ecs_prompt_final_layer_per_head_layer_1_head_0,0.01757,0.01757,0.73151
ecs_final_layer_per_head_layer_7_head_25,0.01756,0.01756,0.73160
cas_alt_vs_final_layer_per_head_layer_0_head_27,0.01755,0.01755,0.73170
ecs_specific_layer_per_head_layer_1_head_1,-0.01755,0.01755,0.73172
ecs_prompt_final_layer_per_head_layer_8_head_6,0.01755,0.01755,0.73178
ecs_specific_layer_per_head_layer_31_head_30,0.01754,0.01754,0.73184
ecs_final_layer_per_head_layer_31_head_30,0.01754,0.01754,0.73184
cas_vs_current_layer_per_head_layer_17_head_21,0.01753,0.01753,0.73198
ecs_final_layer_per_head_layer_12_head_29,0.01753,0.01753,0.73205
cas_vs_final_layer_per_head_layer_5_head_18,0.01752,0.01752,0.73218
ecs_final_layer_per_head_layer_25_head_29,0.01751,0.01751,0.73226
cas_vs_final_layer_per_head_layer_9_head_21,-0.01751,0.01751,0.73237
ecs_final_layer_per_head_layer_26_head_21,0.01750,0.01750,0.73249
cas_alt_vs_current_layer_per_head_layer_9_head_17,0.01749,0.01749,0.73260
cas_vs_final_layer_per_head_layer_17_head_1,0.01748,0.01748,0.73279
cas_alt_vs_final_layer_per_head_layer_18_head_30,0.01748,0.01748,0.73280
ecs_prompt_final_layer_per_head_layer_15_head_11,0.01748,0.01748,0.73281
ecs_prompt_final_layer_per_head_layer_8_head_13,0.01745,0.01745,0.73323
bos_attention_proportion_per_head_layer_20_head_22,0.01745,0.01745,0.73324
cas_vs_final_layer_per_head_layer_4_head_11,-0.01745,0.01745,0.73326
cas_vs_final_layer_per_head_layer_10_head_26,-0.01744,0.01744,0.73341
ecs_final_layer_per_head_layer_2_head_10,0.01743,0.01743,0.73345
ecs_specific_layer_per_head_layer_17_head_27,0.01741,0.01741,0.73383
cas_alt_vs_final_layer_per_head_layer_8_head_19,0.01739,0.01739,0.73402
ecs_prompt_final_layer_per_head_layer_8_head_2,0.01737,0.01737,0.73435
bos_attention_proportion_per_head_layer_12_head_8,0.01737,0.01737,0.73436
ecs_prompt_specific_layer_per_head_layer_3_head_9,0.01737,0.01737,0.73441
ecs_prompt_final_layer_per_head_layer_1_head_16,0.01735,0.01735,0.73462
ecs_final_layer_per_head_layer_27_head_15,0.01735,0.01735,0.73463
ecs_prompt_final_layer_per_head_layer_16_head_28,0.01735,0.01735,0.73471
ecs_final_layer_per_head_layer_23_head_3,0.01733,0.01733,0.73491
cas_alt_vs_current_layer_per_head_layer_5_head_26,0.01731,0.01731,0.73533
cas_vs_final_layer_per_head_layer_20_head_12,-0.01731,0.01731,0.73533
ecs_final_layer_per_head_layer_9_head_1,0.01729,0.01729,0.73558
cas_alt_vs_final_layer_per_head_layer_5_head_12,0.01729,0.01729,0.73562
cos_sim_pre_post_ffn_per_layer_layer_0,-0.01728,0.01728,0.73567
cas_alt_vs_final_layer_per_head_layer_23_head_18,0.01728,0.01728,0.73577
cas_vs_current_layer_per_head_layer_3_head_10,0.01726,0.01726,0.73595
ecs_prompt_final_layer_per_head_layer_1_head_27,0.01725,0.01725,0.73622
cas_alt_vs_final_layer_per_head_layer_11_head_31,0.01724,0.01724,0.73629
cas_vs_final_layer_per_head_layer_7_head_29,0.01724,0.01724,0.73632
ecs_prompt_final_layer_per_head_layer_23_head_27,0.01724,0.01724,0.73635
cas_vs_final_layer_per_head_layer_6_head_7,0.01723,0.01723,0.73642
cas_alt_vs_final_layer_per_head_layer_0_head_24,0.01722,0.01722,0.73658
cas_alt_vs_current_layer_per_head_layer_3_head_6,0.01722,0.01722,0.73663
ecs_prompt_final_layer_per_head_layer_22_head_5,0.01721,0.01721,0.73667
cas_alt_vs_final_layer_per_head_layer_19_head_26,0.01721,0.01721,0.73676
ecs_final_layer_per_head_layer_27_head_25,0.01720,0.01720,0.73685
ecs_prompt_final_layer_per_head_layer_3_head_17,0.01719,0.01719,0.73698
ecs_prompt_final_layer_per_head_layer_27_head_19,0.01719,0.01719,0.73707
ecs_prompt_final_layer_per_head_layer_18_head_23,0.01718,0.01718,0.73712
ecs_final_layer_per_head_layer_5_head_26,0.01717,0.01717,0.73735
ecs_prompt_final_layer_per_head_layer_1_head_25,0.01715,0.01715,0.73770
ecs_final_layer_per_head_layer_9_head_30,0.01713,0.01713,0.73793
cas_alt_vs_final_layer_per_head_layer_19_head_21,0.01713,0.01713,0.73796
bos_attention_proportion_per_head_layer_20_head_12,-0.01713,0.01713,0.73799
cas_vs_final_layer_per_head_layer_20_head_23,0.01712,0.01712,0.73806
ecs_final_layer_per_head_layer_8_head_26,0.01711,0.01711,0.73821
ecs_prompt_final_layer_per_head_layer_19_head_23,0.01710,0.01710,0.73833
ecs_prompt_final_layer_per_head_layer_5_head_11,0.01710,0.01710,0.73837
cas_vs_current_layer_per_head_layer_5_head_5,-0.01710,0.01710,0.73840
ecs_prompt_final_layer_per_head_layer_18_head_21,0.01708,0.01708,0.73861
bos_attention_proportion_per_head_layer_19_head_9,-0.01708,0.01708,0.73866
ecs_final_layer_per_head_layer_3_head_25,0.01707,0.01707,0.73883
cas_alt_vs_final_layer_per_head_layer_3_head_0,0.01707,0.01707,0.73885
cas_vs_final_layer_per_head_layer_24_head_24,0.01706,0.01706,0.73893
cas_vs_final_layer_per_head_layer_14_head_6,-0.01706,0.01706,0.73902
cas_alt_vs_final_layer_per_head_layer_6_head_10,0.01704,0.01704,0.73917
attention_entropy_per_head_layer_15_head_10,0.01704,0.01704,0.73928
ecs_specific_layer_per_head_layer_11_head_0,-0.01704,0.01704,0.73929
cas_vs_current_layer_per_head_layer_8_head_17,0.01702,0.01702,0.73953
bos_attention_proportion_per_head_layer_0_head_29,-0.01702,0.01702,0.73957
ecs_final_layer_per_head_layer_11_head_25,0.01702,0.01702,0.73958
ecs_prompt_final_layer_per_head_layer_25_head_3,0.01701,0.01701,0.73962
cas_alt_vs_final_layer_per_head_layer_9_head_18,0.01699,0.01699,0.73994
cas_alt_vs_final_layer_per_head_layer_30_head_29,0.01698,0.01698,0.74007
ecs_specific_layer_per_head_layer_10_head_7,-0.01698,0.01698,0.74019
cas_vs_final_layer_per_head_layer_21_head_21,-0.01697,0.01697,0.74028
cas_vs_final_layer_per_head_layer_7_head_23,-0.01697,0.01697,0.74033
cas_vs_final_layer_per_head_layer_18_head_8,0.01697,0.01697,0.74034
ecs_final_layer_per_head_layer_30_head_22,0.01695,0.01695,0.74057
ecs_prompt_final_layer_per_head_layer_3_head_4,0.01691,0.01691,0.74117
ecs_prompt_final_layer_per_head_layer_17_head_14,0.01690,0.01690,0.74133
cas_vs_current_layer_per_head_layer_4_head_13,-0.01689,0.01689,0.74140
ecs_prompt_final_layer_per_head_layer_6_head_7,0.01689,0.01689,0.74148
ecs_final_layer_per_head_layer_13_head_12,0.01688,0.01688,0.74160
cas_vs_final_layer_per_head_layer_14_head_25,-0.01687,0.01687,0.74181
cas_alt_vs_final_layer_per_head_layer_30_head_20,0.01686,0.01686,0.74192
ecs_prompt_final_layer_per_head_layer_12_head_20,-0.01685,0.01685,0.74200
cas_vs_final_layer_per_head_layer_15_head_29,-0.01684,0.01684,0.74214
ecs_final_layer_per_head_layer_21_head_22,0.01684,0.01684,0.74217
ecs_prompt_final_layer_per_head_layer_14_head_31,0.01684,0.01684,0.74218
bos_attention_proportion_per_head_layer_3_head_11,0.01684,0.01684,0.74225
cas_vs_final_layer_per_head_layer_2_head_27,0.01683,0.01683,0.74234
ecs_prompt_specific_layer_per_head_layer_5_head_19,0.01682,0.01682,0.74247
ecs_final_layer_per_head_layer_26_head_28,0.01682,0.01682,0.74254
cas_alt_vs_current_layer_per_head_layer_12_head_13,-0.01682,0.01682,0.74254
ecs_prompt_final_layer_per_head_layer_5_head_26,-0.01681,0.01681,0.74263
ecs_final_layer_per_head_layer_11_head_16,0.01680,0.01680,0.74272
ecs_specific_layer_per_head_layer_24_head_8,0.01680,0.01680,0.74285
ecs_final_layer_per_head_layer_15_head_15,0.01679,0.01679,0.74296
ecs_final_layer_per_head_layer_25_head_3,0.01678,0.01678,0.74307
cas_vs_current_layer_per_head_layer_7_head_19,0.01678,0.01678,0.74309
ecs_prompt_final_layer_per_head_layer_17_head_13,0.01676,0.01676,0.74334
cas_vs_final_layer_per_head_layer_11_head_31,-0.01676,0.01676,0.74339
cas_alt_vs_current_layer_per_head_layer_9_head_19,0.01676,0.01676,0.74343
ecs_final_layer_per_head_layer_13_head_10,0.01674,0.01674,0.74361
ecs_prompt_final_layer_per_head_layer_22_head_22,0.01674,0.01674,0.74364
cas_alt_vs_current_layer_per_head_layer_10_head_1,0.01674,0.01674,0.74374
bos_attention_proportion_per_head_layer_23_head_0,-0.01673,0.01673,0.74378
cas_alt_vs_final_layer_per_head_layer_17_head_2,0.01672,0.01672,0.74392
cas_vs_final_layer_per_head_layer_8_head_26,-0.01672,0.01672,0.74400
bos_attention_proportion_per_head_layer_9_head_28,-0.01672,0.01672,0.74401
ecs_prompt_final_layer_per_head_layer_17_head_23,0.01671,0.01671,0.74406
cas_alt_vs_current_layer_per_head_layer_1_head_29,0.01671,0.01671,0.74406
ecs_final_layer_per_head_layer_30_head_7,0.01671,0.01671,0.74417
ecs_prompt_final_layer_per_head_layer_1_head_6,0.01669,0.01669,0.74438
cas_alt_vs_final_layer_per_head_layer_8_head_10,0.01669,0.01669,0.74446
ecs_prompt_final_layer_per_head_layer_13_head_27,0.01668,0.01668,0.74454
ecs_final_layer_per_head_layer_7_head_17,0.01668,0.01668,0.74458
cas_vs_final_layer_per_head_layer_9_head_1,-0.01668,0.01668,0.74462
cas_alt_vs_final_layer_per_head_layer_28_head_23,-0.01667,0.01667,0.74477
ecs_final_layer_per_head_layer_8_head_7,0.01667,0.01667,0.74477
ecs_final_layer_per_head_layer_29_head_28,0.01666,0.01666,0.74486
cas_vs_final_layer_per_head_layer_7_head_1,0.01665,0.01665,0.74502
cas_alt_vs_final_layer_per_head_layer_5_head_21,0.01664,0.01664,0.74522
cas_alt_vs_current_layer_per_head_layer_6_head_27,0.01664,0.01664,0.74522
cas_alt_vs_final_layer_per_head_layer_9_head_19,0.01663,0.01663,0.74534
ecs_final_layer_per_head_layer_20_head_21,0.01661,0.01661,0.74558
cas_alt_vs_final_layer_per_head_layer_18_head_29,0.01660,0.01660,0.74573
bos_attention_proportion_per_head_layer_15_head_18,-0.01660,0.01660,0.74578
bos_attention_proportion_per_head_layer_5_head_24,-0.01659,0.01659,0.74585
ecs_final_layer_per_head_layer_11_head_0,0.01659,0.01659,0.74589
cas_alt_vs_final_layer_per_head_layer_0_head_21,0.01658,0.01658,0.74611
ecs_prompt_final_layer_per_head_layer_30_head_14,0.01656,0.01656,0.74637
ecs_final_layer_per_head_layer_7_head_29,0.01655,0.01655,0.74643
cas_vs_current_layer_per_head_layer_31_head_27,0.01655,0.01655,0.74647
cas_vs_final_layer_per_head_layer_31_head_27,0.01655,0.01655,0.74647
ecs_specific_layer_per_head_layer_9_head_11,0.01654,0.01654,0.74671
ecs_final_layer_per_head_layer_12_head_6,0.01653,0.01653,0.74678
ecs_final_layer_per_head_layer_13_head_9,0.01652,0.01652,0.74691
bos_attention_proportion_per_head_layer_17_head_23,0.01652,0.01652,0.74697
cas_alt_vs_final_layer_per_head_layer_12_head_4,0.01651,0.01651,0.74710
ecs_final_layer_per_head_layer_7_head_20,0.01650,0.01650,0.74730
ecs_prompt_final_layer_per_head_layer_5_head_21,0.01647,0.01647,0.74766
cas_alt_vs_final_layer_per_head_layer_7_head_30,0.01646,0.01646,0.74781
cas_alt_vs_final_layer_per_head_layer_12_head_28,0.01644,0.01644,0.74808
ecs_prompt_final_layer_per_head_layer_27_head_18,0.01644,0.01644,0.74808
cas_vs_final_layer_per_head_layer_10_head_13,-0.01644,0.01644,0.74816
bos_attention_proportion_per_head_layer_0_head_14,-0.01642,0.01642,0.74845
ecs_prompt_final_layer_per_head_layer_11_head_10,0.01642,0.01642,0.74845
bos_attention_proportion_per_head_layer_18_head_25,0.01642,0.01642,0.74845
ecs_prompt_final_layer_per_head_layer_1_head_4,0.01642,0.01642,0.74847
bos_attention_proportion_per_head_layer_13_head_17,0.01641,0.01641,0.74854
ecs_final_layer_per_head_layer_17_head_7,0.01641,0.01641,0.74862
ecs_prompt_final_layer_per_head_layer_22_head_19,0.01639,0.01639,0.74879
cas_vs_current_layer_per_head_layer_2_head_25,0.01639,0.01639,0.74883
cas_alt_vs_final_layer_per_head_layer_25_head_2,0.01638,0.01638,0.74895
ecs_prompt_final_layer_per_head_layer_20_head_12,0.01637,0.01637,0.74910
x_pre_ffn_norm_per_layer_layer_1,0.01637,0.01637,0.74915
cas_alt_vs_final_layer_per_head_layer_29_head_21,0.01637,0.01637,0.74920
ecs_final_layer_per_head_layer_25_head_21,0.01636,0.01636,0.74929
cas_alt_vs_current_layer_per_head_layer_12_head_30,-0.01636,0.01636,0.74935
ecs_prompt_final_layer_per_head_layer_25_head_10,0.01635,0.01635,0.74941
attention_entropy_per_head_layer_22_head_23,0.01634,0.01634,0.74955
ecs_prompt_final_layer_per_head_layer_30_head_15,0.01634,0.01634,0.74958
ecs_prompt_specific_layer_per_head_layer_3_head_20,0.01634,0.01634,0.74963
cas_vs_final_layer_per_head_layer_10_head_1,-0.01634,0.01634,0.74963
cas_vs_current_layer_per_head_layer_16_head_26,-0.01633,0.01633,0.74979
cas_alt_vs_final_layer_per_head_layer_25_head_1,0.01632,0.01632,0.74986
ecs_specific_layer_per_head_layer_3_head_6,0.01631,0.01631,0.75003
ecs_final_layer_per_head_layer_30_head_12,0.01629,0.01629,0.75034
cas_alt_vs_final_layer_per_head_layer_11_head_16,0.01628,0.01628,0.75047
cas_alt_vs_current_layer_per_head_layer_6_head_18,-0.01625,0.01625,0.75086
cas_alt_vs_final_layer_per_head_layer_12_head_31,0.01625,0.01625,0.75088
ecs_prompt_final_layer_per_head_layer_12_head_18,0.01624,0.01624,0.75105
cas_alt_vs_current_layer_per_head_layer_1_head_7,0.01623,0.01623,0.75116
ecs_final_layer_per_head_layer_15_head_30,0.01623,0.01623,0.75116
cas_alt_vs_final_layer_per_head_layer_5_head_31,0.01621,0.01621,0.75147
ecs_prompt_final_layer_per_head_layer_12_head_13,-0.01621,0.01621,0.75153
ecs_final_layer_per_head_layer_15_head_11,0.01620,0.01620,0.75169
ecs_final_layer_per_head_layer_10_head_20,0.01620,0.01620,0.75171
cas_alt_vs_current_layer_per_head_layer_3_head_20,-0.01620,0.01620,0.75174
ecs_prompt_final_layer_per_head_layer_16_head_18,0.01619,0.01619,0.75176
ecs_final_layer_per_head_layer_30_head_21,0.01619,0.01619,0.75178
ecs_final_layer_per_head_layer_6_head_22,0.01619,0.01619,0.75183
cas_alt_vs_final_layer_per_head_layer_7_head_18,0.01618,0.01618,0.75190
cas_vs_final_layer_per_head_layer_15_head_9,0.01618,0.01618,0.75191
cas_vs_current_layer_per_head_layer_5_head_11,-0.01615,0.01615,0.75238
cas_vs_final_layer_per_head_layer_21_head_6,-0.01615,0.01615,0.75247
cas_vs_final_layer_per_head_layer_9_head_16,-0.01614,0.01614,0.75249
cas_vs_final_layer_per_head_layer_7_head_30,0.01614,0.01614,0.75249
ecs_final_layer_per_head_layer_10_head_13,0.01614,0.01614,0.75250
cas_vs_current_layer_per_head_layer_9_head_26,0.01614,0.01614,0.75254
ecs_prompt_final_layer_per_head_layer_15_head_26,0.01614,0.01614,0.75256
ecs_specific_layer_per_head_layer_6_head_7,0.01614,0.01614,0.75263
cas_alt_vs_final_layer_per_head_layer_25_head_26,0.01613,0.01613,0.75268
ecs_prompt_final_layer_per_head_layer_0_head_0,0.01612,0.01612,0.75290
ecs_final_layer_per_head_layer_7_head_19,0.01611,0.01611,0.75295
cas_alt_vs_current_layer_per_head_layer_10_head_24,-0.01610,0.01610,0.75311
cas_alt_vs_final_layer_per_head_layer_1_head_24,0.01608,0.01608,0.75344
cas_alt_vs_final_layer_per_head_layer_23_head_16,0.01608,0.01608,0.75352
ecs_prompt_final_layer_per_head_layer_16_head_30,0.01607,0.01607,0.75355
ecs_final_layer_per_head_layer_30_head_5,0.01607,0.01607,0.75361
bos_attention_proportion_per_head_layer_9_head_10,-0.01606,0.01606,0.75370
cas_vs_final_layer_per_head_layer_18_head_2,0.01606,0.01606,0.75373
ecs_specific_layer_per_head_layer_9_head_26,-0.01604,0.01604,0.75407
ecs_prompt_final_layer_per_head_layer_1_head_3,0.01604,0.01604,0.75408
ecs_prompt_final_layer_per_head_layer_9_head_20,0.01602,0.01602,0.75437
ecs_final_layer_per_head_layer_27_head_8,0.01602,0.01602,0.75437
cas_alt_vs_final_layer_per_head_layer_2_head_30,0.01600,0.01600,0.75469
ecs_final_layer_per_head_layer_25_head_28,0.01599,0.01599,0.75477
ecs_final_layer_per_head_layer_23_head_23,0.01599,0.01599,0.75484
ecs_final_layer_per_head_layer_11_head_24,0.01598,0.01598,0.75495
ecs_prompt_final_layer_per_head_layer_2_head_18,0.01598,0.01598,0.75498
ecs_final_layer_per_head_layer_24_head_0,0.01597,0.01597,0.75514
ecs_prompt_final_layer_per_head_layer_14_head_8,0.01596,0.01596,0.75519
cas_vs_current_layer_per_head_layer_6_head_23,0.01596,0.01596,0.75524
ecs_specific_layer_per_head_layer_4_head_15,0.01596,0.01596,0.75527
ecs_final_layer_per_head_layer_21_head_27,0.01596,0.01596,0.75528
ecs_prompt_final_layer_per_head_layer_10_head_19,0.01595,0.01595,0.75533
ecs_prompt_final_layer_per_head_layer_14_head_27,0.01595,0.01595,0.75541
ecs_final_layer_per_head_layer_30_head_23,0.01594,0.01594,0.75545
ecs_final_layer_per_head_layer_9_head_18,0.01594,0.01594,0.75552
ecs_prompt_final_layer_per_head_layer_31_head_24,0.01594,0.01594,0.75557
ecs_prompt_specific_layer_per_head_layer_31_head_24,0.01594,0.01594,0.75557
cas_vs_final_layer_per_head_layer_24_head_15,-0.01594,0.01594,0.75557
ecs_final_layer_per_head_layer_21_head_26,0.01593,0.01593,0.75569
ecs_final_layer_per_head_layer_1_head_18,0.01593,0.01593,0.75572
attention_entropy_per_head_layer_6_head_26,-0.01592,0.01592,0.75582
ecs_final_layer_per_head_layer_11_head_29,0.01591,0.01591,0.75592
ecs_final_layer_per_head_layer_2_head_7,0.01591,0.01591,0.75592
ecs_prompt_final_layer_per_head_layer_24_head_14,0.01591,0.01591,0.75593
cas_vs_final_layer_per_head_layer_9_head_6,-0.01588,0.01588,0.75637
ecs_final_layer_per_head_layer_16_head_5,0.01587,0.01587,0.75650
ecs_prompt_final_layer_per_head_layer_0_head_4,0.01586,0.01586,0.75665
cas_alt_vs_final_layer_per_head_layer_21_head_8,0.01585,0.01585,0.75692
ecs_prompt_final_layer_per_head_layer_11_head_3,0.01584,0.01584,0.75694
ecs_final_layer_per_head_layer_4_head_23,0.01583,0.01583,0.75713
ecs_prompt_final_layer_per_head_layer_27_head_14,0.01583,0.01583,0.75719
ecs_prompt_final_layer_per_head_layer_9_head_4,0.01582,0.01582,0.75726
ecs_final_layer_per_head_layer_1_head_9,0.01581,0.01581,0.75745
cas_vs_final_layer_per_head_layer_21_head_24,-0.01580,0.01580,0.75755
bos_attention_proportion_per_head_layer_12_head_9,-0.01580,0.01580,0.75755
cas_vs_current_layer_per_head_layer_31_head_1,0.01580,0.01580,0.75759
cas_vs_final_layer_per_head_layer_31_head_1,0.01580,0.01580,0.75759
cas_alt_vs_final_layer_per_head_layer_9_head_30,0.01580,0.01580,0.75760
ecs_specific_layer_per_head_layer_10_head_15,-0.01579,0.01579,0.75777
ecs_final_layer_per_head_layer_25_head_30,0.01576,0.01576,0.75824
ecs_final_layer_per_head_layer_8_head_0,0.01575,0.01575,0.75840
ecs_final_layer_per_head_layer_19_head_21,0.01575,0.01575,0.75842
ecs_prompt_final_layer_per_head_layer_14_head_21,-0.01574,0.01574,0.75845
attention_entropy_per_head_layer_17_head_27,-0.01574,0.01574,0.75850
cas_vs_final_layer_per_head_layer_21_head_31,0.01574,0.01574,0.75853
cas_alt_vs_final_layer_per_head_layer_4_head_9,0.01574,0.01574,0.75857
ecs_final_layer_per_head_layer_20_head_25,0.01573,0.01573,0.75860
cas_alt_vs_current_layer_per_head_layer_10_head_22,-0.01572,0.01572,0.75883
ecs_prompt_final_layer_per_head_layer_22_head_11,0.01571,0.01571,0.75902
ecs_prompt_final_layer_per_head_layer_2_head_31,0.01570,0.01570,0.75905
ecs_prompt_final_layer_per_head_layer_5_head_7,-0.01570,0.01570,0.75909
ecs_final_layer_per_head_layer_11_head_9,0.01569,0.01569,0.75928
ecs_prompt_final_layer_per_head_layer_11_head_26,0.01568,0.01568,0.75945
cas_alt_vs_final_layer_per_head_layer_3_head_7,0.01567,0.01567,0.75947
ecs_prompt_final_layer_per_head_layer_6_head_27,0.01567,0.01567,0.75952
bos_attention_proportion_per_head_layer_26_head_15,-0.01567,0.01567,0.75954
